GeneID,Experiment,Expression_Change
Zm00001d049028,Drought stress,Increases under treatment
Zm00001d028389,Drought stress,Increases under treatment
Zm00001d048329,Drought stress,Increases under treatment
Zm00001d042019,Drought stress,Increases under treatment
Zm00001d045667,Drought stress,Increases under treatment
Zm00001d022109,Drought stress,Increases under treatment
Zm00001d036197,Drought stress,Increases under treatment
Zm00001d039607,Drought stress,Increases under treatment
Zm00001d025038,Drought stress,Increases under treatment
Zm00001d039591,Drought stress,Increases under treatment
Zm00001d024379,Drought stress,Increases under treatment
Zm00001d003116,Drought stress,Increases under treatment
Zm00001d051056,Drought stress,Increases under treatment
Zm00001d047799,Drought stress,Increases under treatment
Zm00001d042088,Drought stress,Increases under treatment
Zm00001d020435,Drought stress,Increases under treatment
Zm00001d045570,Drought stress,Increases under treatment
Zm00001d044517,Drought stress,Increases under treatment
Zm00001d012010,Drought stress,Increases under treatment
Zm00001d051420,Drought stress,Increases under treatment
Zm00001d020124,Drought stress,Increases under treatment
Zm00001d051194,Drought stress,Increases under treatment
Zm00001d013900,Drought stress,Increases under treatment
Zm00001d036468,Drought stress,Increases under treatment
Zm00001d040431,Drought stress,Increases under treatment
Zm00001d043674,Drought stress,Increases under treatment
Zm00001d048469,Drought stress,Increases under treatment
Zm00001d014530,Drought stress,Increases under treatment
Zm00001d022099,Drought stress,Increases under treatment
Zm00001d053697,Drought stress,Increases under treatment
Zm00001d031555,Drought stress,Increases under treatment
Zm00001d013907,Drought stress,Increases under treatment
Zm00001d020638,Drought stress,Increases under treatment
Zm00001d049561,Drought stress,Increases under treatment
Zm00001d041236,Drought stress,Increases under treatment
Zm00001d052903,Drought stress,Increases under treatment
Zm00001d009608,Drought stress,Increases under treatment
Zm00001d028204,Drought stress,Increases under treatment
Zm00001d015773,Drought stress,Increases under treatment
Zm00001d025964,Drought stress,Increases under treatment
Zm00001d045470,Drought stress,Increases under treatment
Zm00001d026334,Drought stress,Increases under treatment
Zm00001d010052,Drought stress,Increases under treatment
Zm00001d034071,Drought stress,Increases under treatment
Zm00001d014790,Drought stress,Increases under treatment
Zm00001d029778,Drought stress,Increases under treatment
Zm00001d037677,Drought stress,Increases under treatment
Zm00001d037005,Drought stress,Increases under treatment
Zm00001d012611,Drought stress,Increases under treatment
Zm00001d012255,Drought stress,Increases under treatment
Zm00001d036337,Drought stress,Increases under treatment
Zm00001d007446,Drought stress,Increases under treatment
Zm00001d000428,Drought stress,Increases under treatment
Zm00001d043439,Drought stress,Increases under treatment
Zm00001d027937,Drought stress,Increases under treatment
Zm00001d016979,Drought stress,Increases under treatment
Zm00001d022516,Drought stress,Increases under treatment
Zm00001d039639,Drought stress,Increases under treatment
Zm00001d033256,Drought stress,Increases under treatment
Zm00001d010214,Drought stress,Increases under treatment
Zm00001d020345,Drought stress,Increases under treatment
Zm00001d033925,Drought stress,Increases under treatment
Zm00001d020780,Drought stress,Increases under treatment
Zm00001d008340,Drought stress,Increases under treatment
Zm00001d054032,Drought stress,Increases under treatment
Zm00001d052961,Drought stress,Increases under treatment
Zm00001d025050,Drought stress,Increases under treatment
Zm00001d035588,Drought stress,Increases under treatment
Zm00001d026447,Drought stress,Increases under treatment
Zm00001d039935,Drought stress,Increases under treatment
Zm00001d038203,Drought stress,Increases under treatment
Zm00001d024725,Drought stress,Increases under treatment
Zm00001d047260,Drought stress,Increases under treatment
Zm00001d043709,Drought stress,Increases under treatment
Zm00001d037487,Drought stress,Increases under treatment
Zm00001d048348,Drought stress,Increases under treatment
Zm00001d012720,Drought stress,Increases under treatment
Zm00001d030915,Drought stress,Increases under treatment
Zm00001d020627,Drought stress,Increases under treatment
Zm00001d036205,Drought stress,Increases under treatment
Zm00001d003427,Drought stress,Increases under treatment
Zm00001d011487,Drought stress,Increases under treatment
Zm00001d034918,Drought stress,Increases under treatment
Zm00001d043318,Drought stress,Increases under treatment
Zm00001d039933,Drought stress,Increases under treatment
Zm00001d050132,Drought stress,Increases under treatment
Zm00001d012576,Drought stress,Increases under treatment
Zm00001d014806,Drought stress,Increases under treatment
Zm00001d052653,Drought stress,Increases under treatment
Zm00001d029246,Drought stress,Increases under treatment
Zm00001d033931,Drought stress,Increases under treatment
Zm00001d015330,Drought stress,Increases under treatment
Zm00001d046679,Drought stress,Increases under treatment
Zm00001d021714,Drought stress,Increases under treatment
Zm00001d000204,Drought stress,Increases under treatment
Zm00001d027901,Drought stress,Increases under treatment
Zm00001d043787,Drought stress,Increases under treatment
Zm00001d003306,Drought stress,Increases under treatment
Zm00001d037656,Drought stress,Increases under treatment
Zm00001d012881,Drought stress,Increases under treatment
Zm00001d001832,Drought stress,Increases under treatment
Zm00001d010399,Drought stress,Increases under treatment
Zm00001d021627,Drought stress,Increases under treatment
Zm00001d027619,Drought stress,Increases under treatment
Zm00001d004203,Drought stress,Increases under treatment
Zm00001d000294,Drought stress,Increases under treatment
Zm00001d024897,Drought stress,Increases under treatment
Zm00001d010968,Drought stress,Increases under treatment
Zm00001d043988,Drought stress,Increases under treatment
Zm00001d021572,Drought stress,Increases under treatment
Zm00001d016076,Drought stress,Increases under treatment
Zm00001d018734,Drought stress,Increases under treatment
Zm00001d033782,Drought stress,Increases under treatment
Zm00001d008764,Drought stress,Increases under treatment
Zm00001d005037,Drought stress,Increases under treatment
Zm00001d049461,Drought stress,Increases under treatment
Zm00001d004564,Drought stress,Increases under treatment
Zm00001d008923,Drought stress,Increases under treatment
Zm00001d000307,Drought stress,Increases under treatment
Zm00001d040292,Drought stress,Increases under treatment
Zm00001d035975,Drought stress,Increases under treatment
Zm00001d044088,Drought stress,Increases under treatment
Zm00001d053394,Drought stress,Increases under treatment
Zm00001d039531,Drought stress,Increases under treatment
Zm00001d040066,Drought stress,Increases under treatment
Zm00001d053212,Drought stress,Increases under treatment
Zm00001d003202,Drought stress,Increases under treatment
Zm00001d031724,Drought stress,Increases under treatment
Zm00001d031790,Drought stress,Increases under treatment
Zm00001d042057,Drought stress,Increases under treatment
Zm00001d045124,Drought stress,Increases under treatment
Zm00001d049054,Drought stress,Increases under treatment
Zm00001d019861,Drought stress,Increases under treatment
Zm00001d035664,Drought stress,Increases under treatment
Zm00001d021829,Drought stress,Increases under treatment
Zm00001d037239,Drought stress,Increases under treatment
Zm00001d040790,Drought stress,Increases under treatment
Zm00001d032572,Drought stress,Increases under treatment
Zm00001d043538,Drought stress,Increases under treatment
Zm00001d018473,Drought stress,Increases under treatment
Zm00001d037769,Drought stress,Increases under treatment
Zm00001d012292,Drought stress,Increases under treatment
Zm00001d012539,Drought stress,Increases under treatment
Zm00001d029333,Drought stress,Increases under treatment
Zm00001d043293,Drought stress,Increases under treatment
Zm00001d017997,Drought stress,Increases under treatment
Zm00001d007901,Drought stress,Increases under treatment
Zm00001d023979,Drought stress,Increases under treatment
Zm00001d038181,Drought stress,Increases under treatment
Zm00001d023700,Drought stress,Increases under treatment
Zm00001d022069,Drought stress,Increases under treatment
Zm00001d048333,Drought stress,Increases under treatment
Zm00001d017887,Drought stress,Increases under treatment
Zm00001d027900,Drought stress,Increases under treatment
Zm00001d016873,Drought stress,Increases under treatment
Zm00001d020808,Drought stress,Increases under treatment
Zm00001d039077,Drought stress,Increases under treatment
Zm00001d038795,Drought stress,Increases under treatment
Zm00001d038860,Drought stress,Increases under treatment
Zm00001d021773,Drought stress,Increases under treatment
Zm00001d017864,Drought stress,Increases under treatment
Zm00001d007884,Drought stress,Increases under treatment
Zm00001d013830,Drought stress,Increases under treatment
Zm00001d039495,Drought stress,Increases under treatment
Zm00001d040038,Drought stress,Increases under treatment
Zm00001d041137,Drought stress,Increases under treatment
Zm00001d042721,Drought stress,Increases under treatment
Zm00001d033231,Drought stress,Increases under treatment
Zm00001d008432,Drought stress,Increases under treatment
Zm00001d018112,Drought stress,Increases under treatment
Zm00001d049148,Drought stress,Increases under treatment
Zm00001d015319,Drought stress,Increases under treatment
Zm00001d022243,Drought stress,Increases under treatment
Zm00001d049016,Drought stress,Increases under treatment
Zm00001d039851,Drought stress,Increases under treatment
Zm00001d047582,Drought stress,Increases under treatment
Zm00001d017646,Drought stress,Increases under treatment
Zm00001d044442,Drought stress,Increases under treatment
Zm00001d015718,Drought stress,Increases under treatment
Zm00001d030843,Drought stress,Increases under treatment
Zm00001d031441,Drought stress,Increases under treatment
Zm00001d014462,Drought stress,Increases under treatment
Zm00001d021059,Drought stress,Increases under treatment
Zm00001d005558,Drought stress,Increases under treatment
Zm00001d021730,Drought stress,Increases under treatment
Zm00001d035702,Drought stress,Increases under treatment
Zm00001d018598,Drought stress,Increases under treatment
Zm00001d031554,Drought stress,Increases under treatment
Zm00001d050893,Drought stress,Increases under treatment
Zm00001d029208,Drought stress,Increases under treatment
Zm00001d048397,Drought stress,Decreases under treatment
Zm00001d042723,Drought stress,Decreases under treatment
Zm00001d028011,Drought stress,Decreases under treatment
Zm00001d043299,Drought stress,Decreases under treatment
Zm00001d053445,Drought stress,Decreases under treatment
Zm00001d043276,Drought stress,Decreases under treatment
Zm00001d021477,Drought stress,Decreases under treatment
